               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.060467,            0.071647,             0.01439,             0.24899,             0.73438,             0.56402,             0.26302,            0.047861,            0.061409,             0.01022,            0.007756,            0.007756,            0.007756
                  70,            0.063907,            0.077617,            0.013881,             0.24899,             0.73438,             0.56402,             0.26302,            0.047861,            0.061409,             0.01022,            0.007723,            0.007723,            0.007723
                  71,            0.064262,             0.07039,            0.014122,             0.54429,              0.8125,             0.81663,             0.48149,            0.046287,            0.061432,            0.012769,             0.00769,             0.00769,             0.00769
                  72,            0.071577,            0.092391,            0.014388,             0.54429,              0.8125,             0.81663,             0.48149,            0.046287,            0.061432,            0.012769,            0.007657,            0.007657,            0.007657
                  73,            0.066988,            0.086582,             0.01456,             0.58093,             0.69762,              0.6376,             0.36852,            0.048157,            0.059362,           0.0094122,            0.007624,            0.007624,            0.007624
                  74,            0.059306,            0.077754,            0.013648,             0.58093,             0.69762,              0.6376,             0.36852,            0.048157,            0.059362,           0.0094122,            0.007591,            0.007591,            0.007591
                  75,            0.061271,            0.078659,            0.013198,             0.55636,                0.75,             0.82322,             0.50589,            0.041529,            0.062487,           0.0098765,            0.007558,            0.007558,            0.007558
                  76,            0.059223,            0.091551,            0.013319,             0.55636,                0.75,             0.82322,             0.50589,            0.041529,            0.062487,           0.0098765,            0.007525,            0.007525,            0.007525
                  77,             0.06062,            0.084109,            0.012395,             0.57164,             0.71875,             0.72184,             0.30432,            0.042994,            0.060665,           0.0087972,            0.007492,            0.007492,            0.007492
                  78,             0.05646,            0.082805,            0.012005,             0.57164,             0.71875,             0.72184,             0.30432,            0.042994,            0.060665,           0.0087972,            0.007459,            0.007459,            0.007459
                  79,            0.055909,            0.065003,            0.011107,             0.63691,             0.73621,              0.7571,             0.35672,            0.042069,            0.070812,           0.0091695,            0.007426,            0.007426,            0.007426
                  80,            0.057334,             0.07988,             0.01226,             0.63691,             0.73621,              0.7571,             0.35672,            0.042069,            0.070812,           0.0091695,            0.007393,            0.007393,            0.007393
                  81,            0.057804,            0.084378,            0.012242,             0.61446,             0.80673,             0.82421,             0.52443,            0.038211,            0.056786,           0.0085982,             0.00736,             0.00736,             0.00736
